X,Y,CCN,REPORT_DAT,START_DATE,END_DATE,BLOCK,OFFENSE,METHOD,SHIFT,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,BID,XBLOCK,YBLOCK,LATITUDE,LONGITUDE,OBJECTID,OCTO_RECORD_ID
392421,141963,20029122,2020/02/17 20:57:55+00,2020/02/17 18:30:31+00,2020/02/17 18:45:44+00,4400 - 4499 BLOCK OF WINDOM PLACE NW,THEFT F/AUTO,OTHERS,EVENING,3,3E,2,202,Cluster 11,001004 3,001004,Precinct 30,,392421,141963,38.9455286772,-77.0874279872,941003513,
391821,141543,20029135,2020/02/17 19:57:45+00,2020/02/17 18:30:02+00,2020/02/17 18:35:04+00,4000 - 4099 BLOCK OF 48TH STREET NW,THEFT F/AUTO,OTHERS,DAY,3,3D,2,205,Cluster 13,000903 2,000903,Precinct 9,,391821,141543,38.9417398181,-77.0943443096,941003514,
396832,138182,20163500,2020/11/15 21:04:40+00,2020/11/15 20:15:15+00,2020/11/15 21:05:17+00,1600 - 1619 BLOCK OF 16TH STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2B,3,301,Cluster 6,005202 2,005202,Precinct 16,,396832,138182,38.9114952364,-77.0365272021,941003521,
397921,138712,20169252,2020/11/27 21:41:36+00,2020/11/27 21:03:01+00,2020/11/27 21:29:40+00,1900 - 1999 BLOCK OF 9TH STREET NW,MOTOR VEHICLE THEFT,OTHERS,EVENING,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,,397921,138712,38.9162729049,-77.0239725818,941003522,
403340,132012,20096108,2020/07/03 00:14:02+00,2020/07/02 03:00:26+00,2020/07/02 19:00:28+00,2800 - 2899 BLOCK OF 32ND STREET SE,MOTOR VEHICLE THEFT,OTHERS,EVENING,7,7B,6,606,Cluster 35,007603 4,007603,Precinct 113,,403340,132012,38.855912875,-76.9615196168,941003535,
397330,138792,20010961,2020/01/19 01:04:27+00,2020/01/18 23:10:58+00,2020/01/18 23:59:32+00,1300 - 1399 BLOCK OF U STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,,397330,138792,38.9169919745,-77.0307876091,941003543,
396232,137975,20007777,2020/01/14 02:58:08+00,2020/01/13 03:00:14+00,2020/01/13 03:05:39+00,CONNECTICUT AVENUE NW UNDER DUPONT CIRCLE NW,THEFT/OTHER,OTHERS,EVENING,2,2B,2,208,Cluster 6,005502 1,005502,Precinct 14,DUPONT CIRCLE,396232,137975,38.9096281425,-77.043444096,941003545,
403682,132460,20011237,2020/01/19 13:12:00+00,2020/01/19 11:55:16+00,,2400 - 2499 BLOCK OF 34TH STREET SE,THEFT/OTHER,OTHERS,DAY,7,7B,6,606,Cluster 35,007603 3,007603,Precinct 110,,403682,132460,38.8599472833,-76.9575770119,941003546,
401416,133378,20061511,2020/04/21 06:55:50+00,2020/04/20 03:30:56+00,2020/04/20 17:00:00+00,1400 - 1599 BLOCK OF S STREET SE,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,8,8A,6,607,Cluster 34,007601 5,007601,Precinct 140,,401416,133378,38.868223575,-76.9836833472,941003547,
398477,137708,20020414,2020/02/03 15:45:29+00,2020/02/03 05:15:31+00,2020/02/03 15:45:44+00,400 - 499 BLOCK OF N STREET NW,BURGLARY,OTHERS,DAY,2,2G,3,308,Cluster 7,004802 1,004802,Precinct 18,,398477,137708,38.9072296718,-77.0175592174,941003549,
399852,143321,20066024,2020/05/01 19:03:10+00,2020/05/01 18:36:45+00,2020/05/01 18:39:31+00,300  - 399 BLOCK OF RIGGS ROAD NE,THEFT/OTHER,OTHERS,EVENING,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,,399852,143321,38.9577945906,-77.001707556,941003550,
401014,136104,20166912,2020/11/22 19:36:21+00,2020/11/16 01:00:40+00,2020/11/17 01:00:47+00,200 - 299 BLOCK OF 13TH STREET NE,THEFT F/AUTO,OTHERS,DAY,6,6A,1,108,Cluster 25,008002 2,008002,Precinct 86,,401014,136104,38.8927809995,-76.9883115953,941003562,
400916,133085,20139439,2020/09/30 06:35:30+00,2020/09/30 04:08:48+00,2020/09/30 05:00:30+00,2051 - 2100 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,THEFT F/AUTO,OTHERS,MIDNIGHT,8,8A,7,701,Cluster 28,007503 1,007503,Precinct 114,ANACOSTIA,400916,133085,38.8655847737,-76.9894452674,941003568,
398477,137319,20014251,2020/01/25 12:22:21+00,2020/01/12 13:57:01+00,2020/01/24 13:00:41+00,400 - 497 BLOCK OF L STREET NW,THEFT F/AUTO,OTHERS,DAY,6,6E,1,101,Cluster 8,004703 3,004703,Precinct 1,MOUNT VERNON TRIANGLE CID,398477,137319,38.9037254238,-77.0175583548,941003815,
401721,133117,20109828,2020/08/02 02:34:35+00,2020/08/01 22:11:03+00,2020/08/01 22:41:28+00,1649 - 1799 BLOCK OF GOOD HOPE ROAD SE,THEFT/OTHER,OTHERS,EVENING,8,8A,6,607,Cluster 34,007605 2,007605,Precinct 112,ANACOSTIA,401721,133117,38.8658718361,-76.9801694673,941003820,
398508,136963,20111173,2020/08/04 15:56:55+00,2020/08/01 06:00:13+00,2020/08/01 06:30:38+00,400 - 457 BLOCK OF MASSACHUSETTS AVENUE NW,THEFT/OTHER,OTHERS,DAY,6,6E,1,101,Cluster 8,004702 5,004702,Precinct 1,MOUNT VERNON TRIANGLE CID,398508,136963,38.9005185027,-77.0172001888,941003821,
396455,139555,20112032,2020/08/06 08:12:34+00,2020/08/06 03:32:14+00,2020/08/06 03:40:39+00,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,THEFT/OTHER,OTHERS,MIDNIGHT,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,ADAMS MORGAN,396455,139555,38.9238622318,-77.0408811202,941003822,
405728,134985,20113150,2020/08/08 17:20:37+00,2020/08/08 15:27:50+00,2020/08/08 16:42:47+00,4700 - 4809 BLOCK OF BENNING ROAD SE,THEFT/OTHER,OTHERS,DAY,7,7E,6,604,Cluster 33,009904 1,009904,Precinct 104,,405728,134985,38.8826825514,-76.9339825323,941003823,
406635,135586,20161643,2020/11/11 22:35:05+00,2020/11/11 21:30:14+00,2020/11/11 21:40:24+00,1 - 149 BLOCK OF 54TH STREET SE,THEFT F/AUTO,OTHERS,EVENING,7,7C,6,604,Cluster 33,009903 2,009903,Precinct 105,,406635,135586,38.8880902104,-76.9235231999,941003826,
397904,139683,20164961,2020/11/18 19:14:29+00,2020/11/16 17:00:39+00,2020/11/16 17:30:47+00,700 - 799 BLOCK OF FAIRMONT STREET NW,THEFT/OTHER,OTHERS,DAY,1,1E,3,304,Cluster 2,003500 1,003500,Precinct 37,,397904,139683,38.9250199473,-77.0241715704,941003827,
398315,136884,20023456,2020/02/08 03:39:27+00,2020/02/08 02:50:31+00,2020/02/08 03:39:37+00,500 - 599 BLOCK OF H STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 143,DOWNTOWN,398315,136884,38.8998064936,-77.0194249524,941003830,
401471,130766,20058637,2020/04/14 00:48:23+00,2020/04/05 23:00:41+00,2020/04/13 20:00:48+00,1500 - 1599 BLOCK OF SAVANNAH STREET SE,MOTOR VEHICLE THEFT,OTHERS,EVENING,8,8E,7,704,Cluster 38,007304 4,007304,Precinct 120,,401471,130766,38.8446934763,-76.9830551657,941003831,
399216,139448,20065588,2020/04/30 17:36:21+00,2020/04/30 00:00:35+00,2020/04/30 09:30:52+00,2500 - 2531 BLOCK OF NORTH CAPITOL STREET,MOTOR VEHICLE THEFT,OTHERS,DAY,5,5E,5,502,Cluster 21,009203 1,009203,Precinct 135,,399216,139448,38.9229051424,-77.0090410062,941003833,
397129,139520,20056119,2020/04/07 23:06:22+00,2020/04/07 19:58:07+00,,1400 - 1457 BLOCK OF EUCLID STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1B,3,304,Cluster 2,003701 1,003701,Precinct 23,,397129,139520,38.9235494012,-77.0331083723,941003834,
397856,141734,20071634,2020/05/14 01:16:50+00,2020/05/09 20:00:21+00,2020/05/13 13:00:33+00,4300  - 4399 BLOCK OF KANSAS AVENUE NW,THEFT/OTHER,OTHERS,EVENING,4,4C,4,407,Cluster 18,002400 2,002400,Precinct 46,,397856,141734,38.9434958573,-77.0247315257,941003838,
399346,136671,20118592,2020/08/19 22:05:03+00,2020/08/19 21:03:15+00,,600 - 699 BLOCK OF 1ST STREET NE,MOTOR VEHICLE THEFT,OTHERS,EVENING,6,6C,1,102,Cluster 25,010603 1,010603,Precinct 144,CAPITOL HILL,399346,136671,38.8978890845,-77.007539215,941003839,
394459,141888,20023853,2020/02/08 21:45:09+00,2020/02/08 21:19:16+00,,4200 - 4399 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,EVENING,3,3F,2,203,Cluster 12,001303 1,001303,Precinct 34,,394459,141888,38.9448682747,-77.0639179252,941003840,
396513,138552,20025179,2020/02/11 03:53:53+00,2020/02/09 21:30:53+00,2020/02/10 22:00:22+00,1700 - 1799 BLOCK OF SWANN STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2B,3,301,Cluster 6,004201 3,004201,Precinct 141,,396513,138552,38.914827113,-77.0402071669,941003841,
401508,137047,20065649,2020/04/30 20:40:11+00,2020/04/30 11:00:24+00,2020/04/30 19:00:29+00,812 - 899 BLOCK OF BLADENSBURG ROAD NE,THEFT F/AUTO,OTHERS,EVENING,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 79,,401508,137047,38.9012751773,-76.9826151743,941003843,
400278,130607,20071141,2020/05/13 01:18:53+00,2020/05/13 00:18:47+00,2020/05/13 00:28:39+00,600 - 699 BLOCK OF ALABAMA AVENUE SE,ROBBERY,GUN,EVENING,8,8C,7,705,Cluster 39,010400 1,010400,Precinct 123,,400278,130607,38.8432623196,-76.9967977094,941003844,
399179,129310,20043406,2020/03/11 18:14:05+00,2020/03/11 17:20:46+00,,100 - 189 BLOCK OF ATLANTIC STREET SW,THEFT/OTHER,OTHERS,DAY,8,8D,7,708,Cluster 39,009807 1,009807,Precinct 124,,399179,129310,38.8315780156,-77.0094555769,941003845,
397431,138975,20045077,2020/03/14 05:47:13+00,2020/03/14 02:00:40+00,2020/03/14 04:40:26+00,2100 - 2199 BLOCK OF 13TH STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,,397431,138975,38.9186407997,-77.029623669,941003846,
399214,137753,20046925,2020/03/17 12:19:53+00,2020/03/17 11:41:46+00,2020/03/17 12:21:35+00,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,BURGLARY,OTHERS,DAY,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,,399214,137753,38.9076360154,-77.0090621296,941003847,
398347,145206,20166030,2020/11/21 05:42:59+00,2020/11/20 20:35:13+00,2020/11/20 22:30:58+00,403 - 499 BLOCK OF CEDAR STREET NW,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,4,4B,4,401,Cluster 17,001702 1,001702,Precinct 63,,398347,145206,38.9747735899,-77.0190760988,941003854,
400734,135927,20160662,2020/11/10 03:04:04+00,2020/11/09 17:00:32+00,2020/11/09 23:00:35+00,100 - 199 BLOCK OF 11TH STREET NE,THEFT/OTHER,OTHERS,EVENING,6,6A,1,108,Cluster 26,008100 3,008100,Precinct 85,,400734,135927,38.8911867962,-76.9915393517,941003855,
398274,138411,20161555,2020/11/11 20:50:04+00,2020/11/11 16:00:03+00,2020/11/11 16:03:08+00,1705 - 1799 BLOCK OF 6TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2G,3,308,Cluster 7,004801 2,004801,Precinct 21,,398274,138411,38.9135621605,-77.0199014447,941003856,
402379,132035,20011109,2020/01/19 05:37:01+00,2020/01/19 04:19:48+00,2020/01/19 04:35:23+00,2700 - 2899 BLOCK OF LANGSTON PLACE SE,THEFT/OTHER,OTHERS,MIDNIGHT,8,8B,7,702,Cluster 36,007408 2,007408,Precinct 115,,402379,132035,38.856123193,-76.9725912874,941003906,
400139,137702,20176471,2020/12/12 23:06:29+00,2020/12/10 21:50:26+00,2020/12/10 22:30:27+00,500 - 599 BLOCK OF MORSE STREET NE,THEFT/OTHER,OTHERS,EVENING,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,,400139,137702,38.9071769302,-76.99839742,941003911,
401681,131927,20176547,2020/12/13 01:33:01+00,2020/12/13 01:00:30+00,2020/12/13 01:15:34+00,1600 - 1799 BLOCK OF GAINESVILLE STREET SE,THEFT/OTHER,OTHERS,EVENING,8,8B,7,702,Cluster 37,007407 1,007407,Precinct 118,,401681,131927,38.8551518938,-76.9806332835,941003912,
397068,140306,20177408,2020/12/15 03:10:22+00,2020/12/15 01:44:05+00,2020/12/15 02:38:40+00,1400 - 1499 BLOCK OF PARK ROAD NW,MOTOR VEHICLE THEFT,OTHERS,EVENING,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,,397068,140306,38.9306297339,-77.0338151818,941003913,
399995,135899,20085919,2020/06/10 13:58:23+00,2020/06/08 13:00:42+00,2020/06/10 12:30:02+00,400 - 499 BLOCK OF A STREET NE,THEFT F/AUTO,OTHERS,DAY,6,6C,1,108,Cluster 26,008200 3,008200,Precinct 89,,399995,135899,38.8909348682,-77.0000576336,941004172,
397071,140817,20087638,2020/06/13 22:07:50+00,2020/06/13 20:05:17+00,2020/06/13 20:10:59+00,1400 - 1499 BLOCK OF OTIS PLACE NW,ASSAULT W/DANGEROUS WEAPON,OTHERS,EVENING,1,1D,4,408,Cluster 2,002801 2,002801,Precinct 41,,397071,140817,38.9352329868,-77.0337827633,941004173,
393875,143911,20027466,2020/02/15 12:20:06+00,2020/02/13 02:48:30+00,,3600 - 3699 BLOCK OF LIVINGSTON STREET NW,THEFT/OTHER,OTHERS,DAY,3,3/4G,2,201,Cluster 10,001401 1,001401,Precinct 50,,393875,143911,38.9630881165,-77.0706726912,941004175,
395986,141516,20031034,2020/02/20 22:31:49+00,2020/02/20 20:11:02+00,2020/02/20 21:21:28+00,2000  - 2099 BLOCK OF TRUMBULL TERRACE NW,THEFT F/AUTO,OTHERS,EVENING,4,4E,4,404,Cluster 18,002600 1,002600,Precinct 48,,395986,141516,38.9415254969,-77.0463011211,941004176,
397700,136611,20122479,2020/08/27 21:10:22+00,2020/08/27 18:35:53+00,2020/08/27 19:24:29+00,1000 - 1099 BLOCK OF F STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,DOWNTOWN,397700,136611,38.8973458172,-77.0265138574,941004177,
396930,140374,20124261,2020/08/31 07:26:10+00,2020/08/31 05:30:11+00,2020/08/31 05:41:22+00,1500 - 1530 BLOCK OF PARK ROAD NW,ROBBERY,GUN,MIDNIGHT,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 41,,396930,140374,38.9312418274,-77.0354070599,941004178,
400594,139371,20127607,2020/09/07 00:10:00+00,2020/09/06 23:20:31+00,2020/09/06 23:53:56+00,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,THEFT/OTHER,OTHERS,EVENING,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,,400594,139371,38.9222116506,-76.9931501206,941004179,
396219,139652,20130446,2020/09/12 17:39:02+00,2020/09/12 13:58:58+00,2020/09/12 14:00:40+00,1800 - 1899 BLOCK OF ONTARIO PLACE NW,BURGLARY,OTHERS,DAY,1,1C,3,303,Cluster 1,003902 2,003902,Precinct 35,,396219,139652,38.9247350549,-77.0436032181,941004180,
394913,137487,20130671,2020/09/13 19:37:40+00,2020/09/13 01:17:51+00,2020/09/13 01:20:53+00,2900 - 2999 BLOCK OF M STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,GEORGETOWN,394913,137487,38.905225426,-77.0586482171,941004181,
402965,132500,20004707,2020/01/09 03:55:35+00,2020/01/09 00:49:00+00,2020/01/09 00:52:56+00,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,THEFT/OTHER,OTHERS,EVENING,7,7B,6,606,Cluster 35,007604 3,007604,Precinct 113,,402965,132500,38.8603103295,-76.9658379147,941004182,
398828,139232,20143075,2020/10/07 01:47:38+00,2020/10/06 22:52:25+00,2020/10/06 23:39:56+00,100 - 199 BLOCK OF BRYANT STREET NW,MOTOR VEHICLE THEFT,OTHERS,EVENING,5,5E,3,306,Cluster 21,003301 3,003301,Precinct 135,,398828,139232,38.9209589129,-77.0135150129,941004199,
396950,139233,20180717,2020/12/22 01:42:03+00,2020/12/05 05:01:02+00,2020/12/21 17:00:15+00,2321 - 2399 BLOCK OF 15TH STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1B,3,304,Cluster 2,003701 2,003701,Precinct 23,,396950,139233,38.9209634099,-77.035171325,941004254,
399333,129102,20180799,2020/12/22 07:24:19+00,2020/12/21 12:25:56+00,2020/12/21 21:00:05+00,4037 - 4199 BLOCK OF SOUTH CAPITOL STREET,THEFT F/AUTO,OTHERS,MIDNIGHT,8,8D,7,708,Cluster 39,009807 1,009807,Precinct 124,,399333,129102,38.8297043853,-77.0076817348,941004255,
397722.119999997,134687.59,20400374,2020/03/23 01:13:49+00,2020/03/21 18:00:00+00,2020/03/21 19:00:00+00,900 - 999 BLOCK OF WHARF STREET SW,THEFT/OTHER,OTHERS,EVENING,6,6D,1,103,Cluster 9,010202 5,010202,Precinct 142,SOUTHWEST,397722.12,134687.59,38.8800190741,-77.0262524869,941004256,
399364,138021,20400585,2020/05/04 14:20:54+00,2020/04/26 13:40:00+00,2020/05/03 13:40:00+00,21 - 72 BLOCK OF FLORIDA AVENUE NE,THEFT/OTHER,OTHERS,DAY,5,5F,5,502,Cluster 21,008701 1,008701,Precinct 75,NOMA,399364,138021,38.9100503729,-77.0073329638,941004257,
